e, mu, tau, chi2
0.0, 0.0, 1.0, 46.05757853932499
0.0, 0.034482758620689655, 0.9655172413793104, 38.55374973298675
0.0, 0.06896551724137931, 0.9310344827586207, 31.89691343751542
0.0, 0.10344827586206896, 0.896551724137931, 26.078074251888054
0.0, 0.13793103448275862, 0.8620689655172413, 21.088434623220706
0.0, 0.1724137931034483, 0.8275862068965517, 16.919388310051417
0.0, 0.20689655172413793, 0.7931034482758621, 13.562514145594545
0.0, 0.24137931034482757, 0.7586206896551724, 11.00957008430835
0.0, 0.27586206896551724, 0.7241379310344828, 9.252487516147106
0.0, 0.3103448275862069, 0.6896551724137931, 8.283365833863503
0.0, 0.3448275862068966, 0.6551724137931034, 8.094467239815916
0.0, 0.3793103448275862, 0.6206896551724138, 8.67821177952826
0.0, 0.41379310344827586, 0.5862068965517242, 10.02717259010234
0.0, 0.4482758620689655, 0.5517241379310345, 12.134071352396457
0.0, 0.48275862068965514, 0.5172413793103449, 14.991773936512388
0.0, 0.5172413793103449, 0.48275862068965514, 18.593286230884832
0.0, 0.5517241379310345, 0.4482758620689655, 22.931750145835114
0.0, 0.5862068965517241, 0.4137931034482759, 28.000439782948828
0.0, 0.6206896551724138, 0.3793103448275862, 33.79275776242772
0.0, 0.6551724137931034, 0.3448275862068966, 40.302231700638046
0.0, 0.6896551724137931, 0.31034482758620685, 47.52251083105425
0.0, 0.7241379310344828, 0.27586206896551724, 55.44736276176283
0.0, 0.7586206896551724, 0.24137931034482762, 64.07067036338384
0.0, 0.7931034482758621, 0.2068965517241379, 73.38642878159308
0.0, 0.8275862068965517, 0.1724137931034483, 83.38874256868779
0.0, 0.8620689655172413, 0.13793103448275867, 94.07182292914574
0.0, 0.896551724137931, 0.10344827586206895, 105.42998507421642
0.0, 0.9310344827586207, 0.06896551724137934, 117.45764568109809
0.0, 0.9655172413793103, 0.034482758620689724, 130.1493204524525
0.0, 1.0, 0.0, 143.49962177216779
0.034482758620689655, 0.0, 0.9655172413793104, 45.222950093000186
0.034482758620689655, 0.034482758620689655, 0.9310344827586208, 37.72090770134663
0.034482758620689655, 0.06896551724137931, 0.896551724137931, 31.06591178274892
0.034482758620689655, 0.10344827586206896, 0.8620689655172414, 25.248968433593802
0.034482758620689655, 0.13793103448275862, 0.8275862068965518, 20.261281628090554
