e, mu, tau, chi2
0.0, 0.0, 1.0, 0.0
0.0, 0.034482758620689655, 0.9655172413793104, 0.406171984259057
0.0, 0.06896551724137931, 0.9310344827586207, 1.6190146783169312
0.0, 0.10344827586206896, 0.896551724137931, 3.630159361903768
0.0, 0.13793103448275862, 0.8620689655172413, 6.431420579975905
0.0, 0.1724137931034483, 0.8275862068965517, 10.014790185020944
0.0, 0.20689655172413793, 0.7931034482758621, 14.372431654093154
0.0, 0.24137931034482757, 0.7586206896551724, 19.496674665445518
0.0, 0.27586206896551724, 0.7241379310344828, 25.380009920553835
0.0, 0.3103448275862069, 0.6896551724137931, 32.0150841984249
0.0, 0.3448275862068966, 0.6551724137931034, 39.394695629870604
0.0, 0.3793103448275862, 0.6206896551724138, 47.51178918016739
0.0, 0.41379310344827586, 0.5862068965517242, 56.359452329555566
0.0, 0.4482758620689655, 0.5517241379310345, 65.93091094143433
0.0, 0.48275862068965514, 0.5172413793103449, 76.21952530886327
0.0, 0.5172413793103449, 0.48275862068965514, 87.21878637072133
0.0, 0.5517241379310345, 0.4482758620689655, 98.92231208927005
0.0, 0.5862068965517241, 0.4137931034482759, 111.32384398138426
0.0, 0.6206896551724138, 0.3793103448275862, 124.41724379648171
0.0, 0.6551724137931034, 0.3448275862068966, 138.19649033419466
0.0, 0.6896551724137931, 0.31034482758620685, 152.65567639576295
0.0, 0.7241379310344828, 0.27586206896551724, 167.78900586306696
0.0, 0.7586206896551724, 0.24137931034482762, 183.5907908999798
0.0, 0.7931034482758621, 0.2068965517241379, 200.05544927080345
0.0, 0.8275862068965517, 0.1724137931034483, 217.1775017710856
0.0, 0.8620689655172413, 0.13793103448275867, 234.95156976639967
0.0, 0.896551724137931, 0.10344827586206895, 253.37237283475076
0.0, 0.9310344827586207, 0.06896551724137934, 272.43472650896854
0.0, 0.9655172413793103, 0.034482758620689724, 292.1335401153863
0.0, 1.0, 0.0, 312.4638147054958
0.034482758620689655, 0.0, 0.9655172413793104, 0.021703237089717213
0.034482758620689655, 0.034482758620689655, 0.9310344827586208, 0.4310638044659489
0.034482758620689655, 0.06896551724137931, 0.896551724137931, 1.6471715811619843
0.034482758620689655, 0.10344827586206896, 0.8620689655172414, 3.6616598881108784
0.034482758620689655, 0.13793103448275862, 0.8275862068965518, 6.466345361926168
0.034482758620689655, 0.1724137931034483, 0.7931034482758621, 10.053221999846661
0.034482758620689655, 0.20689655172413793, 0.7586206896551725, 14.414455479592213
0.034482758620689655, 0.24137931034482757, 0.7241379310344829, 19.542377738852824
0.034482758620689655, 0.27586206896551724, 0.6896551724137931, 25.42948180031868
0.034482758620689655, 0.3103448275862069, 0.6551724137931034, 32.06841682913831
0.034482758620689655, 0.3448275862068966, 0.6206896551724138, 39.45198341043703
0.034482758620689655, 0.3793103448275862, 0.5862068965517242, 47.573129035402005
0.034482758620689655, 0.41379310344827586, 0.5517241379310345, 56.42494378536638
0.034482758620689655, 0.4482758620689655, 0.5172413793103449, 66.00065620372119
0.034482758620689655, 0.48275862068965514, 0.48275862068965525, 76.2936293463819
0.034482758620689655, 0.5172413793103449, 0.4482758620689655, 87.29735700204229
0.034482758620689655, 0.5517241379310345, 0.4137931034482759, 99.00546007409682
0.034482758620689655, 0.5862068965517241, 0.3793103448275863, 111.41168311642556
0.034482758620689655, 0.6206896551724138, 0.3448275862068966, 124.5098910161393
0.034482758620689655, 0.6551724137931034, 0.31034482758620696, 138.29406581632574
0.034482758620689655, 0.6896551724137931, 0.27586206896551724, 152.758303672791
0.034482758620689655, 0.7241379310344828, 0.24137931034482762, 167.89681193875685
0.034482758620689655, 0.7586206896551724, 0.206896551724138, 183.70390637220245
0.034482758620689655, 0.7931034482758621, 0.1724137931034483, 200.1740084606192
0.034482758620689655, 0.8275862068965517, 0.13793103448275867, 217.30164285856117
0.034482758620689655, 0.8620689655172413, 0.10344827586206906, 235.08143493352708
0.034482758620689655, 0.896551724137931, 0.06896551724137934, 253.50810841594352
0.034482758620689655, 0.9310344827586207, 0.034482758620689724, 272.5764831495651
0.034482758620689655, 0.9655172413793103, 1.1102230246251565e-16, 292.28147293871507
0.03333333333333333, 0.9666666666666666, 0.0, 292.9435254401374
0.06896551724137931, 0.0, 0.9310344827586207, 0.08679124059739032
0.06896551724137931, 0.034482758620689655, 0.896551724137931, 0.4994201217891115
0.06896551724137931, 0.06896551724137931, 0.8620689655172413, 1.718874270746313
0.06896551724137931, 0.10344827586206896, 0.8275862068965517, 3.736789098302748
0.06896551724137931, 0.13793103448275862, 0.7931034482758621, 6.544983383405793
0.06896551724137931, 0.1724137931034483, 0.7586206896551724, 10.135453320863434
0.06896551724137931, 0.20689655172413793, 0.7241379310344828, 14.500366844057192
0.06896551724137931, 0.24137931034482757, 0.6896551724137931, 19.632058207458982
0.06896551724137931, 0.27586206896551724, 0.6551724137931034, 25.523022814764566
0.06896551724137932, 0.31034482758620696, 0.6206896551724138, 32.165912279626184
0.06896551724137931, 0.3448275862068966, 0.5862068965517241, 39.55352970657033
