e, mu, tau, chi2
0.0, 0.0, 1.0, 0.0
0.0, 0.034482758620689655, 0.9655172413793104, 0.38009238584916877
0.0, 0.06896551724137931, 0.9310344827586207, 1.5148300235582637
0.0, 0.10344827586206896, 0.896551724137931, 3.3960434883253896
0.0, 0.13793103448275862, 0.8620689655172413, 6.0157449120997075
0.0, 0.1724137931034483, 0.8275862068965517, 9.366122077661148
0.0, 0.20689655172413793, 0.7931034482758621, 13.43953278660294
0.0, 0.24137931034482757, 0.7586206896551724, 18.228499486226895
0.0, 0.27586206896551724, 0.7241379310344828, 23.72570414123915
0.0, 0.3103448275862069, 0.6896551724137931, 29.923983337268286
0.0, 0.3448275862068966, 0.6551724137931034, 36.81632360395226
0.0, 0.3793103448275862, 0.6206896551724138, 44.39585694614301
0.0, 0.41379310344827586, 0.5862068965517242, 52.65585657281716
0.0, 0.4482758620689655, 0.5517241379310345, 61.589732813560595
0.0, 0.48275862068965514, 0.5172413793103449, 71.19102921344935
0.0, 0.5172413793103449, 0.48275862068965514, 81.4534187977153
0.0, 0.5517241379310345, 0.4482758620689655, 92.37070049807106
0.0, 0.5862068965517241, 0.4137931034482759, 103.93679573308532
0.0, 0.6206896551724138, 0.3793103448275862, 116.14574513572792
0.0, 0.6551724137931034, 0.3448275862068966, 128.99170542126058
0.0, 0.6896551724137931, 0.31034482758620685, 142.46894638956803
0.0, 0.7241379310344828, 0.27586206896551724, 156.57184805601443
0.0, 0.7586206896551724, 0.24137931034482762, 171.29489790556033
0.0, 0.7931034482758621, 0.2068965517241379, 186.63268826514764
0.0, 0.8275862068965517, 0.1724137931034483, 202.5799137897064
0.0, 0.8620689655172413, 0.13793103448275867, 219.13136905758432
0.0, 0.896551724137931, 0.10344827586206895, 236.2819462712427
0.0, 0.9310344827586207, 0.06896551724137934, 254.02663305966766
0.0, 0.9655172413793103, 0.034482758620689724, 272.3605103790971
0.0, 1.0, 0.0, 291.2787505089267
0.034482758620689655, 0.0, 0.9655172413793104, 0.0045568196869567685
0.034482758620689655, 0.034482758620689655, 0.9310344827586208, 0.3913774312437164
0.034482758620689655, 0.06896551724137931, 0.896551724137931, 1.5329328440712522
0.034482758620689655, 0.10344827586206896, 0.8620689655172414, 3.4210559171781685
0.034482758620689655, 0.13793103448275862, 0.8275862068965518, 6.047761129156483
0.034482758620689655, 0.1724137931034483, 0.7931034482758621, 9.405238675393116
0.034482758620689655, 0.20689655172413793, 0.7586206896551725, 13.485848839421104
0.034482758620689655, 0.24137931034482757, 0.7241379310344829, 18.28211662326229
0.034482758620689655, 0.27586206896551724, 0.6896551724137931, 23.786726622745366
0.034482758620689655, 0.3103448275862069, 0.6551724137931034, 29.99251813484589
0.034482758620689655, 0.3448275862068966, 0.6206896551724138, 36.892480484713886
0.034482758620689655, 0.3793103448275862, 0.5862068965517242, 44.47974856109603
0.034482758620689655, 0.41379310344827586, 0.5517241379310345, 52.74759854960141
0.034482758620689655, 0.4482758620689655, 0.5172413793103449, 61.68944385381054
0.034482758620689655, 0.48275862068965514, 0.48275862068965525, 71.29883119501321
0.034482758620689655, 0.5172413793103449, 0.4482758620689655, 81.56943688198622
0.034482758620689655, 0.5517241379310345, 0.4137931034482759, 92.49506324271593
0.034482758620689655, 0.5862068965517241, 0.3793103448275863, 104.06963521046247
0.034482758620689655, 0.6206896551724138, 0.3448275862068966, 116.2871970573381
0.034482758620689655, 0.6551724137931034, 0.31034482758620696, 129.14190926853846
0.034482758620689655, 0.6896551724137931, 0.27586206896551724, 142.628045551435
0.034482758620689655, 0.7241379310344828, 0.24137931034482762, 156.73998997356298
0.034482758620689655, 0.7586206896551724, 0.206896551724138, 171.4722342242799
0.034482758620689655, 0.7931034482758621, 0.1724137931034483, 186.8193749952245
0.034482758620689655, 0.8275862068965517, 0.13793103448275867, 202.77611147481826
0.034482758620689655, 0.8620689655172413, 0.10344827586206906, 219.33724295278253
0.034482758620689655, 0.896551724137931, 0.06896551724137934, 236.49766653048152
0.034482758620689655, 0.9310344827586207, 0.034482758620689724, 254.25237493358753
0.034482758620689655, 0.9655172413793103, 1.1102230246251565e-16, 272.5964544238006
0.03333333333333333, 0.9666666666666666, 0.0, 273.2099422994519
0.06896551724137931, 0.0, 0.9310344827586207, 0.01826391670682656
0.06896551724137931, 0.034482758620689655, 0.896551724137931, 0.4118943976612572
0.06896551724137931, 0.06896551724137931, 0.8620689655172413, 1.5603510479248641
0.06896551724137931, 0.10344827586206896, 0.8275862068965517, 3.4554690694751407
0.06896551724137931, 0.13793103448275862, 0.7931034482758621, 6.089265349163819
0.06896551724137931, 0.1724137931034483, 0.7586206896551724, 9.4539325592852
0.06896551724137931, 0.20689655172413793, 0.7241379310344828, 13.541833532382363
0.06896551724137931, 0.24137931034482757, 0.6896551724137931, 18.345495895194777
0.06896551724137931, 0.27586206896551724, 0.6551724137931034, 23.85760694778675
0.06896551724137932, 0.31034482758620696, 0.6206896551724138, 30.07100877481304
0.06896551724137931, 0.3448275862068966, 0.5862068965517241, 36.97869357675707
0.06896551724137931, 0.3793103448275862, 0.5517241379310345, 44.5737992096807
0.06896551724137932, 0.4137931034482759, 0.5172413793103449, 52.84960492309497
0.06896551724137931, 0.4482758620689655, 0.48275862068965514, 61.79952728589655
0.06896551724137931, 0.48275862068965514, 0.4482758620689655, 71.41711629121001
0.06896551724137931, 0.5172413793103449, 0.4137931034482758, 81.69605163150707
0.06896551724137931, 0.5517241379310345, 0.3793103448275862, 92.63013913600551
