taunn, prob
-0.08844191827850542, 0.002443729191193178
-0.06270602565078845, 0.05165584292279046
-0.03964451559900653, 0.12103923084733381
-0.01681147039039499, 0.25177050046025684
-0.011744926515382281, 0.44327426020487426
0.002371512970859968, 0.5905102320699891
0.012597778539276405, 0.8746383731926297
0.022847338562290598, 1.1170752019618364
0.030185091760584815, 1.5976849666606974
0.03737309489360774, 2.1372863499474555
0.0436376392907909, 2.655994360259769
0.05115010089856836, 2.908547502400754
0.05654110324833561, 3.090863062782364
0.061139311134901675, 3.269854848627384
0.08325966752569058, 3.519474738159167
0.10181553964869527, 3.9409861814157114
0.1269735506142755, 3.392742123623973
0.13291363653670424, 3.263448298312146
0.13860413901701407, 2.4667907541277865
0.1510833111229566, 1.9442552388392964
0.15807164750228447, 2.223839906248473
0.16558410911006194, 1.6896924906202395
0.1811331575540664, 1.6072445840589848
0.20063061605239108, 1.2890288199135176
0.21467717217484006, 1.2216733489947558
0.23773868222662198, 1.0063574513671352
0.26336258228415743, 0.8996470151363614
0.2865871535181237, 0.8844009427856818
0.3129506525091379, 0.808892057117176
0.33837072608894303, 0.8473279395344369
0.36143223614072495, 0.8388034300589853
0.38619715318496795, 0.7577178745914459
0.4096517571580871, 0.774352055031672
0.432713267209869, 0.7678149941516841
0.4586574660181236, 0.76696381704385
0.4834104711253565, 0.7884230048612597
0.5182767107542643, 0.7400990871833901
0.543128982003249, 0.7302020380519378
0.5651859187005025, 0.7245483494468763
0.5891444892394386, 0.7352569046069917
0.6218397180651521, 0.6800191978832153
0.6456736231904386, 0.6614138823678264
0.6675213695552847, 0.7407050986434598
0.6905828796070667, 0.7278032362229689
0.7145878150700578, 0.6379966831212371
0.7356576492537312, 0.6384584467830647
0.7569720752106813, 0.6770938112056948
0.7828289198141943, 0.565811174128366
0.8067290302314954, 0.3731577255489178
0.8331449417453548, 0.3371718183995398
0.8555775015229973, 0.2858664691808137
0.8932883117099454, 0.08882312324496855
0.9179980576775094, 0.09819398911238775
0.9421629892628692, 0.03342286432251651
0.9652244993146512, 0.04635770431925934
0.9882860093664331, 0.025736243931527625
1.0134440203320132, 0.01969630384806287
1.035457279926896, 0.0
