norm, gamma, chi2
0.0, 1.6, 6.960661222032293
0.21052631578947367, 1.6, 6.952745409432291
0.42105263157894735, 1.6, 6.944839022745708
0.631578947368421, 1.6, 6.9369420575379905
0.8421052631578947, 1.6, 6.929054509385876
1.0526315789473684, 1.6, 6.921176373863389
1.263157894736842, 1.6, 6.913307646553074
1.4736842105263157, 1.6, 6.9054483230425685
1.6842105263157894, 1.6, 6.897598398917967
1.894736842105263, 1.6, 6.889757869781039
2.1052631578947367, 1.6, 6.881926731227307
2.3157894736842106, 1.6, 6.874104978863469
2.526315789473684, 1.6, 6.866292608299508
2.7368421052631575, 1.6, 6.858489615148224
2.9473684210526314, 1.6, 6.850695995029595
3.1578947368421053, 1.6, 6.842911743564899
3.3684210526315788, 1.6, 6.835136856383899
3.578947368421052, 1.6, 6.827371329116423
3.789473684210526, 1.6, 6.819615157403863
4.0, 1.6, 6.811868336885913
0.0, 1.6517241379310346, 6.960661222032293
0.21052631578947367, 1.6517241379310346, 6.950610439848104
0.42105263157894735, 1.6517241379310346, 6.940573672943839
0.631578947368421, 1.6517241379310346, 6.930550913835498
0.8421052631578947, 1.6517241379310346, 6.920542155043158
1.0526315789473684, 1.6517241379310346, 6.910547389103582
1.263157894736842, 1.6517241379310346, 6.900566608552289
1.4736842105263157, 1.6517241379310346, 6.8905998059428875
1.6842105263157894, 1.6517241379310346, 6.880646973833304
1.894736842105263, 1.6517241379310346, 6.870708104792342
2.1052631578947367, 1.6517241379310346, 6.8607831913957265
2.3157894736842106, 1.6517241379310346, 6.850872226230358
2.526315789473684, 1.6517241379310346, 6.84097520189265
2.7368421052631575, 1.6517241379310346, 6.831092110985207
2.9473684210526314, 1.6517241379310346, 6.8212229461213525
3.1578947368421053, 1.6517241379310346, 6.811367699925004
3.3684210526315788, 1.6517241379310346, 6.8015263650253415
3.578947368421052, 1.6517241379310346, 6.791698934063408
3.789473684210526, 1.6517241379310346, 6.78188539968653
4.0, 1.6517241379310346, 6.772085754555125
0.0, 1.703448275862069, 6.960661222032293
0.21052631578947367, 1.703448275862069, 6.947794915594628
0.42105263157894735, 1.703448275862069, 6.934949908084335
0.631578947368421, 1.703448275862069, 6.922126186510246
0.8421052631578947, 1.703448275862069, 6.909323737893161
1.0526315789473684, 1.703448275862069, 6.89654254927908
1.263157894736842, 1.703448275862069, 6.883782607727168
1.4736842105263157, 1.703448275862069, 6.871043900318319
1.6842105263157894, 1.703448275862069, 6.8583264141487215
1.894736842105263, 1.703448275862069, 6.84563013633354
2.1052631578947367, 1.703448275862069, 6.832955054007172
2.3157894736842106, 1.703448275862069, 6.820301154323496
2.526315789473684, 1.703448275862069, 6.807668424448962
2.7368421052631575, 1.703448275862069, 6.795056851573636
2.9473684210526314, 1.703448275862069, 6.782466422903388
3.1578947368421053, 1.703448275862069, 6.76989712566221
3.3684210526315788, 1.703448275862069, 6.7573489470919625
3.578947368421052, 1.703448275862069, 6.744821874453029
3.789473684210526, 1.703448275862069, 6.732315895021152
4.0, 1.703448275862069, 6.719830996094286
0.0, 1.7551724137931035, 6.960661222032293
0.21052631578947367, 1.7551724137931035, 6.944054636929991
0.42105263157894735, 1.7551724137931035, 6.927481163837623
0.631578947368421, 1.7551724137931035, 6.910940779497575
0.8421052631578947, 1.7551724137931035, 6.8944334606884725
1.0526315789473684, 1.7551724137931035, 6.877959184229372
1.263157894736842, 1.7551724137931035, 6.861517926973227
1.4736842105263157, 1.7551724137931035, 6.8451096658140544
1.6842105263157894, 1.7551724137931035, 6.828734377685547
1.894736842105263, 1.7551724137931035, 6.812392039556529
2.1052631578947367, 1.7551724137931035, 6.7960826284313
2.3157894736842106, 1.7551724137931035, 6.779806121357878
2.526315789473684, 1.7551724137931035, 6.763562495415471
2.7368421052631575, 1.7551724137931035, 6.747351727724624
2.9473684210526314, 1.7551724137931035, 6.731173795442685
3.1578947368421053, 1.7551724137931035, 6.715028675763731
3.3684210526315788, 1.7551724137931035, 6.698916345919487
3.578947368421052, 1.7551724137931035, 6.682836783176599
3.789473684210526, 1.7551724137931035, 6.666789964842743
4.0, 1.7551724137931035, 6.650775868260444
0.0, 1.806896551724138, 6.960661222032293
0.21052631578947367, 1.806896551724138, 6.939050430374289
0.42105263157894735, 1.806896551724138, 6.917492323035109
0.631578947368421, 1.806896551724138, 6.895986856940396
0.8421052631578947, 1.806896551724138, 6.8745339890998185
1.0526315789473684, 1.806896551724138, 6.85313367660237
1.263157894736842, 1.806896551724138, 6.831785876624009
1.4736842105263157, 1.806896551724138, 6.810490546415949
1.6842105263157894, 1.806896551724138, 6.789247643317312
1.894736842105263, 1.806896551724138, 6.768057124748703
2.1052631578947367, 1.806896551724138, 6.746918948209198
2.3157894736842106, 1.806896551724138, 6.725833071282924
2.526315789473684, 1.806896551724138, 6.704799451629889
2.7368421052631575, 1.806896551724138, 6.68381804699876
2.9473684210526314, 1.806896551724138, 6.662888815211042
3.1578947368421053, 1.806896551724138, 6.642011714172401
3.3684210526315788, 1.806896551724138, 6.621186701869199
3.578947368421052, 1.806896551724138, 6.600413736364807
3.789473684210526, 1.806896551724138, 6.5796927758062065
4.0, 1.806896551724138, 6.559023778415467
0.0, 1.8586206896551725, 6.960661222032293
0.21052631578947367, 1.8586206896551725, 6.932309066086212
0.42105263157894735, 1.8586206896551725, 6.904042699689951
0.631578947368421, 1.8586206896551725, 6.875862040096783
0.8421052631578947, 1.8586206896551725, 6.847767004744451
1.0526315789473684, 1.8586206896551725, 6.819757511257096
1.263157894736842, 1.8586206896551725, 6.791833477446545
1.4736842105263157, 1.8586206896551725, 6.763994821310357
1.6842105263157894, 1.8586206896551725, 6.7362414610345835
1.894736842105263, 1.8586206896551725, 6.708573314987426
2.1052631578947367, 1.8586206896551725, 6.680990301720296
2.3157894736842106, 1.8586206896551725, 6.653492339972237
2.526315789473684, 1.8586206896551725, 6.626079348663147
2.7368421052631575, 1.8586206896551725, 6.5987512468934
2.9473684210526314, 1.8586206896551725, 6.571507953949856
3.1578947368421053, 1.8586206896551725, 6.5443493892952915
3.3684210526315788, 1.8586206896551725, 6.517275472575097
3.578947368421052, 1.8586206896551725, 6.490286123618976
3.789473684210526, 1.8586206896551725, 6.463381262427843
4.0, 1.8586206896551725, 6.43656080918753
0.0, 1.910344827586207, 6.960661222032293
0.21052631578947367, 1.910344827586207, 6.923167434356081
0.42105263157894735, 1.910344827586207, 6.885816549681712
0.631578947368421, 1.910344827586207, 6.8486084028462795
0.8421052631578947, 1.910344827586207, 6.811542829131002
1.0526315789473684, 1.910344827586207, 6.774619664266796
1.263157894736842, 1.910344827586207, 6.737838744423611
1.4736842105263157, 1.910344827586207, 6.701199906221289
1.6842105263157894, 1.910344827586207, 6.664702986714063
1.894736842105263, 1.910344827586207, 6.628347823399935
2.1052631578947367, 1.910344827586207, 6.592134254210875
2.3157894736842106, 1.910344827586207, 6.556062117515115
2.526315789473684, 1.910344827586207, 6.520131252113177
2.7368421052631575, 1.910344827586207, 6.484341497238729
2.9473684210526314, 1.910344827586207, 6.448692692555212
3.1578947368421053, 1.910344827586207, 6.413184678153373
3.3684210526315788, 1.910344827586207, 6.377817294547743
3.578947368421052, 1.910344827586207, 6.342590382683655
3.789473684210526, 1.910344827586207, 6.307503783920228
4.0, 1.910344827586207, 6.272557340045391
0.0, 1.9620689655172414, 6.960661222032293
0.21052631578947367, 1.9620689655172414, 6.910692634768203
0.42105263157894735, 1.9620689655172414, 6.8609673466878744
0.631578947368421, 1.9620689655172414, 6.811485015153204
0.8421052631578947, 1.9620689655172414, 6.762245298650237
1.0526315789473684, 1.9620689655172414, 6.713247856780291
1.263157894736842, 1.9620689655172414, 6.664492350261432
1.4736842105263157, 1.9620689655172414, 6.615978440916059
1.6842105263157894, 1.9620689655172414, 6.56770579166924
1.894736842105263, 1.9620689655172414, 6.519674066541219
2.1052631578947367, 1.9620689655172414, 6.471882930644739
2.3157894736842106, 1.9620689655172414, 6.424332050172584
2.526315789473684, 1.9620689655172414, 6.3770210924023285
2.7368421052631575, 1.9620689655172414, 6.329949725679308
2.9473684210526314, 1.9620689655172414, 6.283117619422646
