norm, gamma, chi2
0.0, 3.0, 22.227573343960273
0.2857142857142857, 3.0, 84.67784671384462
0.5714285714285714, 3.0, 466.54289627029004
0.8571428571428571, 3.0, 1099.1885348312753
1.1428571428571428, 3.0, 1937.894315448457
1.4285714285714284, 3.0, 2950.9717232270905
1.7142857142857142, 3.0, 4114.706648147205
2.0, 3.0, 5410.656138576583
2.2857142857142856, 3.0, 6824.059164233757
2.571428571428571, 3.0, 8342.835369999662
2.8571428571428568, 3.0, 9956.920210581902
3.142857142857143, 3.0, 11657.804816196838
3.4285714285714284, 3.0, 13438.206736800792
3.714285714285714, 3.0, 15291.827761841061
4.0, 3.0, 17213.17162325117
4.285714285714286, 3.0, 19197.40404693253
4.571428571428571, 3.0, 21240.24347553403
4.857142857142857, 3.0, 23337.87446832925
5.142857142857142, 3.0, 25486.878172598786
5.428571428571428, 3.0, 27684.175852426975
5.7142857142857135, 3.0, 29926.98254665657
6.0, 3.0, 32212.76868429078
0.0, 2.9473684210526314, 22.227573343960273
0.2857142857142857, 2.9473684210526314, 20.754040199550374
0.5714285714285714, 2.9473684210526314, 166.23897067854307
0.8571428571428571, 2.9473684210526314, 433.58862716617307
1.1428571428571428, 2.9473684210526314, 805.0543595422623
1.4285714285714284, 2.9473684210526314, 1267.3469808425211
1.7142857142857142, 2.9473684210526314, 1810.1064613112162
2.0, 2.9473684210526314, 2425.0098826762205
2.2857142857142856, 2.9473684210526314, 3105.2137510986427
2.571428571428571, 2.9473684210526314, 3844.9860325395903
2.8571428571428568, 2.9473684210526314, 4639.452758178784
3.142857142857143, 2.9473684210526314, 5484.4173600421855
3.4285714285714284, 2.9473684210526314, 6376.2281059660745
3.714285714285714, 2.9473684210526314, 7311.678449759851
4.0, 2.9473684210526314, 8287.930566508841
4.285714285714286, 2.9473684210526314, 9302.455628942345
4.571428571428571, 2.9473684210526314, 10352.986434065871
4.857142857142857, 2.9473684210526314, 11437.47931340535
5.142857142857142, 2.9473684210526314, 12554.083138032634
5.428571428571428, 2.9473684210526314, 13701.113825797947
5.7142857142857135, 2.9473684210526314, 14877.033172034691
6.0, 2.9473684210526314, 16080.431117824068
0.0, 2.8947368421052633, 22.227573343960273
0.2857142857142857, 2.8947368421052633, 2.513337794105327
0.5714285714285714, 2.8947368421052633, 50.14873903496024
0.8571428571428571, 2.8947368421052633, 156.10630829557059
1.1428571428571428, 2.8947368421052633, 313.52601762249617
1.4285714285714284, 2.8947368421052633, 517.002220690554
1.7142857142857142, 2.8947368421052633, 762.1551202172652
2.0, 2.8947368421052633, 1045.3572778798357
2.2857142857142856, 2.8947368421052633, 1363.550575634244
2.571428571428571, 2.8947368421052633, 1714.118895052509
2.8571428571428568, 2.8947368421052633, 2094.796679151268
3.142857142857143, 2.8947368421052633, 2503.601475250927
3.4285714285714284, 2.8947368421052633, 2938.7830160704084
3.714285714285714, 2.8947368421052633, 3398.7840176665354
4.0, 2.8947368421052633, 3882.209474657936
4.285714285714286, 2.8947368421052633, 4387.802245189043
4.571428571428571, 2.8947368421052633, 4914.423376384504
4.857142857142857, 2.8947368421052633, 5461.036060402949
5.142857142857142, 2.8947368421052633, 6026.692411212488
5.428571428571428, 2.8947368421052633, 6610.522461302322
5.7142857142857135, 2.8947368421052633, 7211.724925975939
6.0, 2.8947368421052633, 7829.559390006704
0.0, 2.8421052631578947, 22.227573343960273
0.2857142857142857, 2.8421052631578947, 0.8351396496107935
0.5714285714285714, 2.8421052631578947, 10.33418447946888
0.8571428571428571, 2.8421052631578947, 47.5155086359124
1.1428571428571428, 2.8421052631578947, 109.78584590245943
1.4285714285714284, 2.8421052631578947, 195.00338776237783
1.7142857142857142, 2.8421052631578947, 301.36730937906833
2.0, 2.8421052631578947, 427.3408046311114
2.2857142857142856, 2.8421052631578947, 571.595809994464
2.571428571428571, 2.8421052631578947, 732.9722698483827
2.8571428571428568, 2.8421052631578947, 910.4474471778751
3.142857142857143, 2.8421052631578947, 1103.112354770753
3.4285714285714284, 2.8421052631578947, 1310.1533480929397
3.714285714285714, 2.8421052631578947, 1530.8375343797093
4.0, 2.8421052631578947, 1764.5010529314886
4.285714285714286, 2.8421052631578947, 2010.5395495835978
4.571428571428571, 2.8421052631578947, 2268.40035163158
4.857142857142857, 2.8421052631578947, 2537.5759773797863
5.142857142857142, 2.8421052631578947, 2817.5987052957166
5.428571428571428, 2.8421052631578947, 3108.035993287871
5.7142857142857135, 2.8421052631578947, 3408.4865866152395
6.0, 2.8421052631578947, 3718.57718855348
0.0, 2.7894736842105265, 22.227573343960273
0.2857142857142857, 2.7894736842105265, 4.236844409994781
0.5714285714285714, 2.7894736842105265, 0.47670963743087036
0.8571428571428571, 2.7894736842105265, 9.815250085979681
1.1428571428571428, 2.7894736842105265, 31.29008683874978
1.4285714285714284, 2.7894736842105265, 64.07263972708128
1.7142857142857142, 2.7894736842105265, 107.44177367754085
2.0, 2.7894736842105265, 160.76394311607226
2.2857142857142856, 2.7894736842105265, 223.4779499702235
2.571428571428571, 2.7894736842105265, 295.08305025396083
2.8571428571428568, 2.7894736842105265, 375.1295384498055
3.142857142857143, 2.7894736842105265, 463.2111969182639
3.4285714285714284, 2.7894736842105265, 558.9591706329838
3.714285714285714, 2.7894736842105265, 662.0369461863812
4.0, 2.7894736842105265, 772.136196947062
4.285714285714286, 2.7894736842105265, 888.9733152483125
4.571428571428571, 2.7894736842105265, 1012.2864951257325
4.857142857142857, 2.7894736842105265, 1141.8332603844706
5.142857142857142, 2.7894736842105265, 1277.388356001236
5.428571428571428, 2.7894736842105265, 1418.7419383291635
5.7142857142857135, 2.7894736842105265, 1565.6980128510997
6.0, 2.7894736842105265, 1718.073078425885
0.0, 2.736842105263158, 22.227573343960273
0.2857142857142857, 2.736842105263158, 8.474872609470804
0.5714285714285714, 2.736842105263158, 1.323142041900021
0.8571428571428571, 2.736842105263158, 0.3746239784304219
1.1428571428571428, 2.736842105263158, 5.2771345800859635
1.4285714285714284, 2.736842105263158, 15.71664691068441
1.7142857142857142, 2.736842105263158, 31.41139716287537
2.0, 2.736842105263158, 52.10714245357065
2.2857142857142856, 2.736842105263158, 77.57330238865728
2.571428571428571, 2.736842105263158, 107.59978801908763
2.8571428571428568, 2.736842105263158, 141.99437193310592
3.142857142857143, 2.736842105263158, 180.58048902527355
3.4285714285714284, 2.736842105263158, 223.1953834542803
3.714285714285714, 2.736842105263158, 269.68853641644273
4.0, 2.736842105263158, 319.9203236154691
4.285714285714286, 2.736842105263158, 373.7608620654522
4.571428571428571, 2.736842105263158, 431.08901407108596
4.857142857142857, 2.736842105263158, 491.79152255464555
5.142857142857142, 2.736842105263158, 555.7622568206459
5.428571428571428, 2.736842105263158, 622.9015517115797
5.7142857142857135, 2.736842105263158, 693.1156261640617
6.0, 2.736842105263158, 766.3160696110269
0.0, 2.6842105263157894, 22.227573343960273
0.2857142857142857, 2.6842105263157894, 12.176562757586936
0.5714285714285714, 2.6842105263157894, 5.21452822785492
0.8571428571428571, 2.6842105263157894, 1.2016562220209122
1.1428571428571428, 2.6842105263157894, 0.010203154911769444
1.4285714285714284, 2.6842105263157894, 1.5230040019312474
1.7142857142857142, 2.6842105263157894, 5.6322162218441445
2.0, 2.6842105263157894, 12.238254325805693
2.2857142857142856, 2.6842105263157894, 21.248880250838223
2.571428571428571, 2.6842105263157894, 32.57842208036382
2.8571428571428568, 2.6842105263157894, 46.14709927079503
3.142857142857143, 2.6842105263157894, 61.88043686061729
3.4285714285714284, 2.6842105263157894, 79.70875448996301
3.714285714285714, 2.6842105263157894, 99.56671868429274
4.0, 2.6842105263157894, 121.3929489300572
4.285714285714286, 2.6842105263157894, 145.12966972191907
4.571428571428571, 2.6842105263157894, 170.72240208595406
4.857142857142857, 2.6842105263157894, 198.1196891532886
