e, mu, tau, chi2
0.0, 0.0, 1.0, 36.02489141162995
0.0, 0.034482758620689655, 0.9655172413793104, 28.99315678994192
0.0, 0.06896551724137931, 0.9310344827586207, 22.75562080903734
0.0, 0.10344827586206896, 0.896551724137931, 17.303497626637903
0.0, 0.13793103448275862, 0.8620689655172413, 12.628197478221102
0.0, 0.1724137931034483, 0.8275862068965517, 8.721320196713041
0.0, 0.20689655172413793, 0.7931034482758621, 5.574649031237431
0.0, 0.24137931034482757, 0.7586206896551724, 3.1801447482684684
0.0, 0.27586206896551724, 0.7241379310344828, 1.5299399997437912
0.0, 0.3103448275862069, 0.6896551724137931, 0.6163339435693608
0.0, 0.3448275862068966, 0.6551724137931034, 0.4317871031364447
0.0, 0.3793103448275862, 0.6206896551724138, 0.9689164531119232
0.0, 0.41379310344827586, 0.5862068965517242, 2.2204907197942707
0.0, 0.4482758620689655, 0.5517241379310345, 4.179425885003338
0.0, 0.48275862068965514, 0.5172413793103449, 6.838780883154672
0.0, 0.5172413793103449, 0.48275862068965514, 10.191753481926618
0.0, 0.5517241379310345, 0.4482758620689655, 14.231676337447352
0.0, 0.5862068965517241, 0.4137931034482759, 18.952013215562026
0.0, 0.6206896551724138, 0.3793103448275862, 24.34635537126968
0.0, 0.6551724137931034, 0.3448275862068966, 30.40841807886637
0.0, 0.6896551724137931, 0.31034482758620685, 37.13203730590388
0.0, 0.7241379310344828, 0.27586206896551724, 44.511166524385246
0.0, 0.7586206896551724, 0.24137931034482762, 52.53987365310611
0.0, 0.7931034482758621, 0.2068965517241379, 61.21233812547148
0.0, 0.8275862068965517, 0.1724137931034483, 70.52284807732765
0.0, 0.8620689655172413, 0.13793103448275867, 80.46579764992224
0.0, 0.896551724137931, 0.10344827586206895, 91.03568440318598
0.0, 0.9310344827586207, 0.06896551724137934, 102.22710683494726
0.0, 0.9655172413793103, 0.034482758620689724, 114.03476200210724
0.0, 1.0, 0.0, 126.45344323978256
0.034482758620689655, 0.0, 0.9655172413793104, 35.88808321374186
0.034482758620689655, 0.034482758620689655, 0.9310344827586208, 28.861878528789745
0.034482758620689655, 0.06896551724137931, 0.896551724137931, 22.629940606017247
0.034482758620689655, 0.10344827586206896, 0.8620689655172414, 17.183485337391705
0.034482758620689655, 0.13793103448275862, 0.8275862068965518, 12.513924733733559
0.034482758620689655, 0.1724137931034483, 0.7931034482758621, 8.612860446671224
0.034482758620689655, 0.20689655172413793, 0.7586206896551725, 5.472077589601
0.034482758620689655, 0.24137931034482757, 0.7241379310344829, 3.0835388412380964
0.034482758620689655, 0.27586206896551724, 0.6896551724137931, 1.4393788161425878
0.034482758620689655, 0.3103448275862069, 0.6551724137931034, 0.5318986877976734
0.034482758620689655, 0.3448275862068966, 0.6206896551724138, 0.3535610507261284
0.034482758620689655, 0.3793103448275862, 0.5862068965517242, 0.8969850090606573
0.034482758620689655, 0.41379310344827586, 0.5517241379310345, 2.154941479767887
